title,rating_ordinal
The Dark Queen,0
Personal Demons,0
Cold Hit,0
The Sunday Philosophy Club,0
Memory in Death,2
Perfect Nightmare,1
Okay So Maybe I Do Have Superpowers,1
Unnatural Selection: Choosing Boys Over Girls and the Consequences of a World Full of Men,0
Hellboy Vol. 10: The Crooked Man and Others,2
The Battle of the Books,0
The Master of Disguise: My Secret Life in the CIA,0
Caradoc of the North Wind,1
Asterix and the Banquet,2
Walt Disney Pictures Presents The Little Mermaid Ariel's Underwater Adventure (A Little Golden Book),2
Understand the Unknown,1
Elizabeth and After,0
Joe DiMaggio: The Hero's Life,1
Taboo,2
The Cajun Cowboy,1
Sex Wars: A Novel of Gilded Age New York,0
Taunting Krell,2
Tainted Love,0
The Manticore,1
World of Wonders,1
The Best Little Girl in the World,0
Aelita,0
TransAtlantic,0
God Speaks,2
Sick of Shadows,0
Revolution,2
Captain America: Red Menace,1
The Jolly Postman or Other People's Letters,2
The Lie of You: I Will Have What Is Mine,0
The Worst Witch Saves the Day,1
The World in Vogue: People Parties Places,1
The Eye of the World: The Graphic Novel Volume One,2
What Do You Do With a Chocolate Jesus?: An Irreverent History of Christianity,1
White Mughals: Love and Betrayal in Eighteenth-Century India,1
Dragon's Moon,1
The Bascombe Novels,2
Plays 2: A Doll's House / An Enemy of the People / Hedda Gabler,2
Going Under,2
The Far Side Gallery 3,2
Becoming the Whiskey Princess,1
The Druid's Tune,1
Growling For Mine,1
The Surgeon's Mate,2
Captain,0
Abundant Life Day Book: 365 Blessings to Begin Your Day,2
Andromeda Klein,0
The Hacker and the Ants,0
Grimm's Fairy Stories,1
Once Burned,1
The Groovy Greeks,1
Rescuing Mary,2
The Singing Wilderness,2
Cole,1
The Venetian Mask,1
Almost Alice,1
Shoot the Moon,0
Crackpot: The Obsessions of,2
Carving The Light,2
The Joke's Over: Ralph Steadman on Hunter S. Thompson,0
The Wild Rose of Kilgannon,1
Papa Married A Mormon,2
M.Y.T.H. Inc. Link,1
The Iron Hunt,0
Burning Up,0
Frank Miller's Complete Sin City Library,2
The Wishing Game,1
Confessions of Emergency Room Doctors,0
Heroes at Risk,0
Death Dance,0
Cry for the Strangers,0
The Worst Things In Life Are Also Free,1
Red is Best,1
Batman: Knightfall Vol. 1,2
Traitor,1
Her Good Name,0
Merion of the Stones,1
101 Dalmatians,2
Watchers,0
Wisdom of the Ages: A Modern Master Brings Eternal Truths into Everyday Life,2
Drive: The Story of My Life,1
Human Development,0
Batman: Haunted Knight,0
Picture Maker,1
Retribution,0
Redeeming Zorus,2
All Night Long,0
The Making of New World Slavery: From the Baroque to the Modern 1492-1800,0
A Virtuous Woman,0
Catalyst,2
The Jolly Christmas Postman,2
Fitness Confidential,0
Baking Artisan Bread: 10 Expert Formulas for Baking Better Bread at Home,1
Full Body Burden: Growing Up in the Nuclear Shadow of Rocky Flats,1
Hell's Ink,2
The State We're In,0
The Worst Witch All at Sea,1
The Day We Met,1
An Area of Darkness,0
Ruin & Rule,1
The Technician,2
Generation Warriors,1
The Open Door,0
Moon Burning,1
Withering-By-Sea,1
The Golden Pine Cone,2
World's End,1
Kalte Erinnerung,2
The Two-Family House,1
The Ice Dragon,0
Green Lake,0
A Horse Called Hero,1
A Week in the Woods,0
Barnyard Dance,2
The Renegado,0
Timeskipper,1
Spaceland,0
A Wrinkle in Time: The Graphic Novel,1
Prime Directive,1
Eating Stone: Imagination and the Loss of the Wild,1
The Same Sex Controversy: Defending and Clarifying the Bible's Message about Homosexuality,2
Unto Others: The Evolution and Psychology of Unselfish Behavior,0
Draw,1
Missoula: Rape and the Justice System in a College Town,1
The Last List of Miss Judith Kratt,0
The Feast of Roses,1
Achingly Alice,1
Swim to Me,0
The Plains,0
With No One as Witness,1
Mojave Crossing,1
Kilgannon,0
Phoenix Wright: Ace Attorney Official Casebook Vol.1 - The Phoenix Wright Files,0
Darkness Calls,1
Where The Lilies Bloom,0
George Sprott 1894-1975,1
Hellfire,0
Monster,0
The Methuen Book of Modern Drama: Plays of the '80s and '90s,1
It's Not My Fault I Know Everything,2
Behavior Of Moths,0
Rameau's Nephew / D'Alembert's Dream,0
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism,0
10-10-10: A Life-Transforming Idea,0
Alpha Centauri,0
A Wreath of Snow,1
Playback,0
How to Live with a Neurotic Cat,0
Walt Disney's Alice in Wonderland Meets the White Rabbit (A Little Golden Book),0
NORTHMAN,0
Everyday Wisdom,2
Life-Span Development,0
The King of the Fields,0
Dream Weaver,1
Enslaved,0
Stealing Coal,2
Bad to the Bone,0
The Arctic Grail: The Quest for the Northwest Passage and the North Pole 1818-1909,2
The Swing in the Summerhouse,1
The Labouring Classes in Early Industrial England 1750-1850,2
The Flamingo Rising (Ballantine Reader's Circle),0
Passage on the Titanic,0
Astonishing X-Men Volume 2: Dangerous,2
Last Days,0
The Giant Jam Sandwich,2
The Cranes Dance,0
Swimming Pool Sunday,0
King of the World: Muhammad Ali and the Rise of an American Hero,2
The Devil in Dover: An Insider's Story of Dogma v. Darwin in Small-Town America,2
Neptune Crossing,0
Surrender to the Will of the Night,1
Victoria Victorious: The Story of Queen Victoria,0
A Dream Play,0
In the Arms of Mr. Darcy,1
And the Bride Wore White: Seven Secrets to Sexual Purity,1
All That I Am,0
A Wallflower Christmas,0
It's A Date,1
Napoleon's Buttons: How 17 Molecules Changed History,1
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb,0
Desert,0
Atala / René,0
A Shadow of Light,1
Soldier Dog,1
Master of Space and Time,0
Melmoth the Wanderer,0
The Child of Mystery,0
The Return,0
The Blitzed Brits,1
Wild Irish Rose,2
The Power of Parable: How Fiction by Jesus Became Fiction about Jesus,2
The Death of WCW,1
Shining Through,1
Alice on the Outside,1
Let Us Now Praise Famous Men,1
Family Album,1
The Rag Doll Plagues,0
Golden: A Retelling of Rapunzel,0
Her Officer and Gentleman,0
Castle,0
Wormwood: A Collection of Short Stories,1
A Wild Light,1
House of Shards,1
Emily Post's Etiquette,2
Lost Souls,0
Chain Letter,0
The Middle East Bedside Book,2
The Timeliner Trilogy,2
Resenting the Hero,0
The Deadhouse,0
Harry Hill's TV Burp Book,0
When the Wind Blows,0
That's What Friends Aren't For,2
The Last to Know,0
The Further Letters Of Henry Root,2
On Paris,0
Disney's Hercules,1
10 Secrets for Success and Inner Peace,2
Loose Balls: The Short Wild Life of the American Basketball Association,2
Poor Fool,0
Subterranean,1
Touching Ice,1
Leonard Cohen: Poems and Songs,2
Child of the Morning Part 2 of 2,2
The Novel,0
The Diamond in the Window,1
The Forging of the Modern State: Early Industrial Britain 1783-1870,0
Inherit the Truth: A Memoir of Survival and the Holocaust,2
The Fighter's Block,0
W is for Wasted,1
Whale Season,0
The Watch Tower,0
Slow Violence and the Environmentalism of the Poor,2
Parenting Your Internationally Adopted Child: From Your First Hours Together Through the Teen Years,2
The Case of the Spurious Spinster,1
A Short History of Nuclear Folly,0
The Lost Twin,2
Within These Walls,0
A Dog of Flanders,1
Empire of Light,0
Last Exit to Babylon,2
The City Who Fought,1
Lord of the Silent Kingdom,1
The Crucible of Doubt: Reflections On the Quest for Faith,2
The Georges and the Jewels,1
The Trouble with Mr. Darcy,1
The Untouchable,1
Christmas Eve at Friday Harbor,0
A Winter's Date,2
Thief,0
The Little French Bistro,0
A Blaze of Sun,2
The Blessing,0
Life Story: Many Lives One Epic Journey,2
Deluge,2
Dark Mirror,0
The Jules Verne Steam Balloon: Nine Stories,2
In Her Sights,1
The Forgotten Trinity: Recovering the Heart of Christian Belief,2
Drantos,0
Shortcomings,0
Anne Frank (National Geographic Readers),2
l8r g8r,0
A Tale of Two Sisters,0
A Perfect Crime,0
Beauty Sleep: A Retelling of Sleeping Beauty,0
Missing Joseph,1
The Intern Blues: The Timeless Classic About the Making of a Doctor,0
Saint Joan,0
The Teacher's Funeral: A Comedy in Three Parts,0
Drowning in Gruel,1
Absolute Fear,2
Plays 1: Closer / Dealer's Choice / After Miss Julie,2
The Meaning of Jesus,1
Lethal Legacy,0
Doctor Who: The Ancestor Cell,0
The Problem with Here Is That It's Where I'm From,2
Page by Paige,1
The Lives of the Artists,0
Timeless,1
Gentleman of Her Dreams,1
Public Places: My Life in the Theater with Peter O'Toole and Beyond,0
The Junction Boys: How 10 Days in Hell with Bear Bryant Forged a Champion Team,2
The Confidence-Man,0
Under the Ivy: The Life & Music of Kate Bush,1
The Key,1
Break Her,0
Melting Iron,1
Power Without Responsibility: Press Broadcasting and the Internet in Britain,1
Payment Deferred,0
Hooking Up,0
Lopsided: How Having Breast Cancer Can Be Really Distracting,0
Side Effects May Vary,0
Intellectuals and Race,2
Sexting,0
The Real Doctor Will See You Shortly: A Physician's First Year,1
Transmission. by John Meaney,1
Power Lines,1
The Tyranny of the Night,0
The Green Knight,0
A Good Horse,1
Selected Short Stories,2
My Dearest Mr. Darcy,1
Letters to Alice: On First Reading Jane Austen,0
Keeping King,2
A Crack in the Edge of the World,0
Fata Morgana,0
PS... You're Mine,0
The Animators,1
A Castle of Sand,1
Plays: The Seagull/Uncle Vanya/Three Sisters/The Cherry Orchard (Methuen),2
Into the Whirlwind,1
Tribes,0
Arturo's Island,1
The Knockout Artist,1
Q-Squared,1
The Drummer of the Eleventh North Devonshire Fusiliers,1
A Night Like This,0
Sharpe's Trafalgar,1
Son of the Dragon,2
The King James Only Controversy: Can You Trust the Modern Translations?,2
What the Robin Knows: How Birds Reveal the Secrets of the Natural World,1
Waking the Beast,0
The Stars Are Fire,0
The Vivero Letter,0
Lafcadio the Lion Who Shot Back,2
V/Crying of Lot 49/Gravity's Rainbow,2
Tender as Hellfire,0
Louis Armstrong: An Extravagant Life,2
Masquerading Mistress,0
Waltz With Bashir: A Lebanon War Story,1
Haunted,0
The Legend of Drizzt Boxed Set Books 11-13,2
Shiver,1
Man Ray,1
Likely To Die,0
Am I the Princess or the Frog?,1
The Terrible Privacy of Maxwell Sim,0
Gnomes,1
Heartless,1
Spin State,0
The One I Left Behind,0
Cassell's Dictionary of Superstitions,1
Bill of Human Wrongs,2
The Teammates: A Portrait of a Friendship,1
Kate Bush: The Biography,0
The Confessions of Arsène Lupin,1
Plants of the Gods: Their Sacred Healing and Hallucinogenic Powers,2
Blue Fire,1
The King's Pleasure,0
Kissing Steel,1
Beneath the Sands of Egypt: Adventures of an Unconventional Archaeologist,0
Treasure Islands: Uncovering the Damage of Offshore Banking and Tax Havens,2
Drowned Hopes,1
Bangkok 8,0
You'll Like My Mother,0
The Forgotten Rebels of Eureka,1
Point Omega,0
A History of Modern Britain,1
Beauty,0
Plutopia: Nuclear Families Atomic Cities and the Great Soviet and American Plutonium Disasters,2
The Disappearance of Emily Marr,0
Orhan's Inheritance,1
Absorption,0
Power Play,1
She is the Darkness,1
True Blue,0
Arena,1
Brat Pack,0
The Translator,0
Storm of the Century,1
Choosing Henley,2
Beauty and the Biker,0
Beautiful Sheep,2
An Inconvenient Beauty,1
The Rock Star's Daughter,0
Swordspoint,0
What Every Christian Needs to Know about the Qur'an,2
A Mate for York,1
Chowringhee,1
A Total Waste of Makeup,0
Bram Stoker: A Biography of the Author of Dracula,0
The Boy Detective Fails,1
Mennonite in a Little Black Dress: A Memoir of Going Home,0
Star Island,0
No Commitment Required,1
The Heritage of Hastur,1
It's Not Easy Being Green: And Other Things to Consider,2
The Thousand Orcs,1
The Morning After,1
The Sword,1
Spiritual Formation: Following the Movements of the Spirit,2
The Kills,1
Tom Strong's Terrific Tales Book Two,0
Can Adults Become Human?,1
Steelhands,1
Ruling Passion,1
The Art Spirit,1
The Book of Blood and Shadow,0
The Living Bible,2
Walt Disney's Pinocchio (Classics Series),1
A Little Book of Coincidence in the Solar System,1
The Shifter,0
Pocket Atlas of Remote Islands: Fifty Islands I Have Not Visited and Never Will,2
The New Evidence That Demands a Verdict,2
In the Garden of Iden,0
In Search Of England,1
The Plutonium Files: America's Secret Medical Experiments in the Cold War,2
The Ecology of Commerce,1
Resonance,0
Fated,1
The Maximortal,0
The Swordswoman,0
Breaking Bennett,2
Fall Into Place,1
Himself,1
Penhallow,0
A Clash of Storms,2
An Uncommon Courtship,0
My First Seven Years (Plus a Few More),0
Software,0
Little Bad Wolf and Red Riding Hood,0
Summer in Baden-Baden,0
The Sum of All Kisses,1
Scripture Alone: Exploring the Bible's Accuracy Authority and Authenticity,2
Jane Austen's Letters,2
Gladiator,1
The Spell of Mary Stewart: The Ivy Tree/This Rough Magic/Wildfire at Midnight,2
My Diary from the Edge of the World,1
Why Is It Always About You? : The Seven Deadly Sins of Narcissism,1
Uncle Shelby's ABZ Book,2
The Good German,0
Who's Afraid of the Big Bad Book?,2
Torch Red: Color Me Torn,0
The Anarchist Cookbook,0
Deadly Decisions,1
Jacob Two-Two Meets the Hooded Fang,1
Shadow Bride,1
Myth-Nomers and Im-Pervections,1
The Last Dragonlord,1
The Practice of Poetry: Writing Exercises From Poets Who Teach,1
Wisdom Distilled from the Daily: Living the Rule of St. Benedict Today,2
Eye of the Storm,1
The Bone Vault,0
Doctor Who: The Widow's Curse,0
The Collector of Hearts: New Tales of the Grotesque,0
Never Do Anything Ever,1
Shadow Magic,0
Tree of Codes,0
Hot Pursuit,2
The Secret of the Great Red Spot,1
Feminist Thought,1
Dinosaurs in the Attic: An Excursion into the American Museum of Natural History,1
Modern Africa: A Social and Political History,0
Howards End is on the Landing: A Year of Reading from Home,0
Logicomix: An Epic Search for Truth,1
Good Night Mr. Holmes,1
Blood Drive,0
Pies and Prejudice: In Search of the North,0
The Good Woman of Setzuan,0
Silence: Part Two of Echoes & Silence,2
Dangerous Deception,0
Heartwood,1
Frames of War: When Is Life Grievable?,2
Homesteading Space: The Skylab Story,2
A House for Hermit Crab,2
Paradox,0
Gee Whiz,1
Zen Buddhism and Psychoanalysis,1
Hardy: Poems,1
Falling In,1
Secret Language of Cats,0
An Elegant Façade,1
Philip Hall Likes Me. I Reckon Maybe.,0
Get Jiro!,0
Sherlock Holmes: The Complete Novels and Stories Volume II,2
On Strike Against God,2
Oops!: Helping Children Learn Accidentally,2
The Roman Catholic Controversy,2
The Secret Diaries of Miss Anne Lister,1
Sonnets to Orpheus,2
Jane Austen: The Complete Collection,2
Jakke,0
Chariots of Fire,1
An Elephant in the Garden,2
A Natural History of the Senses,2
Hamlet as Told on the Street,0
Last Shot: A Final Four Mystery,1
Olive the Other Reindeer,2
The Journal of Albion Moonlight,2
The Book Of Secrets,0
Epistemology of the Closet,1
The Inn at Lake Devine,0
8 Plus 1,0
Bare Bones,1
Guignol's Band,0
A Miracle of Catfish,2
Gallant Bride,1
Shambling Towards Hiroshima,0
The Secret Lore of Magic,1
Entombed,0
Tom Strong Book 6,0
My Pants Are Haunted,1
Must You Go?: My Life with Harold Pinter,0
Everything Beautiful Began After,0
River Cottage Veg Every Day!,2
Whiplash,2
Against The Tide,1
Inside the Illusion,1
$20 Per Gallon: How the Inevitable Rise in the Price of Gasoline Will Change Our Lives for the Better,0
The First Casualty: The War Correspondent as Hero & Myth-maker from the Crimea to Iraq,1
Tropic of Orange,0
Loretta Lynn: Coal Miner's Daughter,1
The Lost Get-Back Boogie,2
Dancing With Werewolves,0
The Watcher,0
Real Ugly,0
When You Were Here,0
The Boys from Little Mexico: A Season Chasing the American Dream,1
The Elements of Effort: Reflections on the Art and Science of Running,0
In the Time of Dragon Moon,1
This New Ocean: The Story of the First Space Age,1
Perfect Opposite,0
The Golden Transcendence,2
Crystal Rain,0
Night Magic,0
The Major Works,2
Chasing Rhodes,0
Nature Via Nurture: Genes Experience and What Makes Us Human,1
Taking the Fall: Vol 3,1
The Nutmeg of Consolation,2
The Old Contemptibles,1
Celebrity,1
Beauty and the Beast: Diary of a Film,2
One Hundred Ways for a Cat to Train Its Human,0
A Lady of Esteem,1
The Abruzzo Trilogy: Fontamara Bread and Wine The Seed Beneath the Snow,2
The Aylesford Skull,0
Steps to an Ecology of Mind: Collected Essays in Anthropology Psychiatry Evolution and Epistemology,2
The Girl with the Make-Believe Husband,0
Fabricating Jesus: How Modern Scholars Distort the Gospels,1
They Called Us Enemy,2
Fated Mates,2
Lord John and the Hellfire Club,0
Vanishing Act: Mystery at the U.S. Open,1
Slugs in Love,1
Your Big Break,0
The Captive Wife,0
Between Men: English Literature and Male Homosocial Desire,1
On Fire,1
Yankee Bride/Rebel Bride,1
The Killing Hour,2
The Search,2
Dispatch,0
Red Phoenix,1
The Dance of Time,2
True Hallucinations,2
The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,1
What It Is,1
Plenty,2
Prince of Hazel and Oak,2
What We Keep,1
Below the Root,1
Battle Lines,2
Right From Wrong,0
Double Star,1
Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,2
Whisper Falls,1
Cat on a Blue Monday,1
Legacy,0
Lies in Blood,2
Crush Control,0
The Tracker,2
Dragonfly: NASA and the Crisis Aboard Mir,1
Deliver,1
Ecology,0
Working God's Mischief,1
As We Are Now,1
The Fortune of War,2
Lord Byron: The Major Works,2
Going Home,1
The Lonely Furrow,2
Boredom,0
Chronic City,0
The Measly Middle Ages,1
The Last Days of Night,2
Jesus the Final Days: What Really Happened,1
Tigers in Red Weather,0
Withering Hope,1
xxxHolic Vol. 5,2
Rent,2
Moe the Dog in Tropical Paradise,2
Pitch Black: Color Me Lost,0
A Breed of Women,0
The Bestseller,0
Devil Bones,1
Folly's Bride,0
The Seeker,1
This Is the Way the World Ends,0
Unraveled,1
The Best of the Spirit,1
Forerunner Foray,0
The Fallon Blood,0
The Resort,0
Wisdom of the Idiots,2
Henry IV Part 2,0
Pandora Hearts Volume 8,2
Fortune's Stroke,2
Taken on Trust,2
Disney's - Cinderella (Disney Classics),0
One Enchanted Evening,2
Beautiful Creatures : The Official Illustrated Movie Companion,2
Let Me Off at the Top!: My Classy Life and Other Musings,0
